V1,V2,V3
0.043676536905166305,0.04142906855989857,0.0794685240398739
0.6412574344944524,0.15504212354897245,0.127981745759063
0.49345990770173714,0.015741787088947662,0.012661080242647917
0.19711012323750873,0.26826398937541207,0.21660138266611112
0.33603332456096285,0.2659496535241601,0.05347921837187638
0.33528512093611607,0.04760939693435383,0.24610468404175173
0.3359797713114238,0.02939834746520299,-0.01373024254856944
0.5540847134060878,-0.08844696391539311,0.16546155561219572
0.6922379215892659,0.10710244296296535,0.14637348913081566
0.7294247977910825,0.12373990097515801,0.04929911332343405
0.44847781356773336,0.033635828496481224,0.0325282520181238
0.27623911240264365,0.3293143310222677,0.3686231717011104
0.4748021789050243,0.42486766282775273,0.334248879780293
0.5555979746787352,0.033229256287737645,0.20850772292947775
0.6704347761724608,0.3064916733649426,0.23264699213384663
0.7054763459296025,0.14428319280297638,0.1597306786451259
0.19223603987924073,0.24022026934715957,0.17539710830168348
0.5327334395965804,0.11138438834192317,0.11690273378756434
0.06678499597099129,0.19673631406688322,0.26702779119716613
0.24770642439158183,0.22689697565445593,0.2347241189367296
-0.04533779719551186,0.2799683125333131,0.251400881688813
0.14893801758657157,0.11259867845616907,0.3280208872341221
0.3110983789372973,0.39415006865669355,0.18979997961700315
0.4196061543061285,0.3020340486351764,0.2523782189397127
0.4373825693296584,0.3911308262614164,0.2331670787136028
0.2114065211397758,0.3420849834538387,0.0955518686900916
0.2656623051035582,0.0965148353140277,-0.060576826751042964
0.6685001913999585,0.09291735059291058,0.36179302695629195
0.23962749249415471,0.37357373736558974,0.20306113863647554
0.5321413781260241,0.11747325284408985,0.16111151447041672
0.12184332279739889,0.23683485434252297,0.15678770979703782
0.036106518325255764,0.17897085676846206,0.21451526831294948
-0.10812010101710012,0.15818674782197323,0.28130452988572796
0.2664909547520188,0.2893434283630357,0.3079532101607285
0.5967167000915666,0.22370795135053362,0.20707574245044855
-0.15988095692223034,0.17781271084292252,0.14394440758368424
0.3368831208212805,0.22771790883922455,0.21388979687349807
0.5095375402934759,0.23752731183153883,0.21103425170268764
0.16681611083241507,0.2632333692075302,0.05750571451787282
0.13692363529160304,0.23246812660078517,0.22107266735666725
0.36181369358927,0.09677744081629716,0.03731692903776729
0.48623958550611146,0.2564455068427299,0.305393689274011
0.490453955876957,0.288662300600821,0.2374644477361672
0.5965592819102845,0.28635243174863984,0.1477330030340408
0.329358909020253,0.05915884532753085,0.3449213706488997
0.6481976932241379,0.050682875726195585,0.25625614920236717
0.47551179660787907,0.2658562482162355,0.026940183558502973
0.6188100558824466,0.31115736384539344,0.2847907336739772
0.25369363562227537,0.27862572166694005,0.26617518097736353
0.47896097677754607,0.43630615175287196,0.3077013700339615
0.23509763338283426,0.14234453574033087,0.24435219963931773
0.3612211479113792,0.25478540959658363,0.3576327304981062
0.08977400556453363,0.4009129179782706,0.4033188616732861
0.08656927497125884,0.3305559954647626,-0.0548657468070784
0.38694062739430585,0.2901834390442976,0.3422400644765137
0.1896289673525988,0.28213801718883597,0.12312205088894412
-0.15720850237392592,0.10138417559196843,0.21021313218978357
0.36819262237021544,0.16296948389543384,0.2967310728342386
0.3874022593043683,0.5221184809839141,0.21941705903413367
0.46102160726994806,0.20359955197870497,0.21085814684194074
0.3259512076344913,0.23135929734150634,0.28700537991071756
0.45832612226875474,0.2498102552535692,0.2649815128477905
0.47263624805192306,0.23631671592571185,0.2333965235072617
0.34585408411765367,0.27489397918563335,0.16685696344860818
0.36644881334992013,0.2859556287557003,0.1816044831943484
0.2644327705908818,0.2824623509374413,0.1308535849415065
0.6659536332499908,0.2653367051058102,0.27850716918569635
0.18412254596347524,0.2675273987799676,0.23561914392614883
0.428399969947706,0.2252252985125424,0.27696233788659697
0.6888941444805566,0.10915716283129782,0.2668487804119114
0.5793117608674226,0.201128344294145,0.24483475497064403
0.1871685728423648,0.23321028948411562,0.04618902053441812
-0.24555079218201276,0.2310131073801138,0.2513147300495268
0.344885565047328,0.312699417513271,0.21363711368147972
0.36404660554031004,0.24227746093554153,0.2710299657008266
0.26178360763250713,0.29961857547164233,0.3346679304675848
0.32318749633529864,0.1853863647352647,0.25950202777536485
0.1686080045426638,0.25118322235141655,0.26167267841161773
0.34027557200941905,0.3554123823012333,0.41739946982706816
0.5072847159700828,0.4267807865184356,0.37686581888460735
0.3794707520880515,0.20894470767825188,0.13456306827008327
0.1808473122988859,0.28778321004717755,0.2932268449062948
0.25705431045267485,0.10641602360749505,0.4142524987943776
0.13522462717359565,-0.013590296574666892,0.22090654977832494
0.6410579388705486,0.13135051940179987,0.08690094228212875
0.509870778863443,0.29634983871868087,0.1312036420739122
-0.1540865787765741,0.21162897064508113,0.1616774833585754
0.23017216213945524,0.35432369198628577,0.057238093593694125
0.4506441036353942,0.26228661426123484,0.3005932850695132
0.11451245639156261,0.29720936447618884,0.2112763892335458
-0.10506719944413065,0.21167171314331387,0.02439977833806268
0.57349403634656,0.41949922769034476,0.35343493282273303
0.15687430200716673,-0.029643599298546035,0.07382260125566585
0.32768024121494976,0.2864421579898806,0.15316891382907943
0.6175508188795437,0.25910744262903823,0.13862816015066662
0.7919823109331334,0.13944154574047324,0.14564812260999827
0.42195310438429867,0.14207541142312508,0.3293466556075027
0.2631295887210575,0.02948191279624889,0.08504633232574138
0.2460234742814116,0.04289004232080718,0.12693641134744446
0.021531319541242707,0.29603481634669343,0.18090458562735667
-0.009077706905859883,0.3030532612358052,0.19743436356431532
0.03993556431163345,0.2571447894325058,0.19325596279461418
0.6648208003172641,0.03485678565763353,0.33598813431626245
0.49554192664859437,0.1389632115840506,0.24686308702538404
0.5451471178912519,0.10332210141496127,0.34352090025665893
0.4988379396179905,0.15235042716102853,0.2440659632737365
0.5286512011443736,0.15522354671130853,0.244959863911489
0.45682657568944435,-0.043576871373700386,0.14684180546869288
0.5074359867585683,0.019626363168380515,0.18149562854942597
0.38918899852739297,0.04290876593833119,0.2253325394316358
0.33947724091037057,-0.010034260386776399,0.18457048972630893
0.23099527650060184,0.030304213544037648,0.16449099716398552
0.07247232866350921,0.05942612629927337,0.21512593806117428
0.5202104644123388,0.22583459525384603,0.12083122520520564
0.6873239576801056,0.04843887588166502,0.2240871049803412
0.6140372236776471,-0.10858587470887061,0.21444472500067313
0.6218218320913729,-0.12714250384833373,0.19350608686510917
0.6439310933221989,-0.10360986524492073,0.11789587612574615
0.5770485018753683,0.08661587515111065,0.29102150332909416
0.7233070897869864,0.12304935807181602,0.21405074264284119
0.5493321305378197,0.2920276748888846,0.1830179575594722
0.6816150037223625,0.2977195558519405,0.24272321887811255
0.3555664972598332,0.14092939620381953,0.2788384845247588
