V1,V2,V3
-0.6086951535607135,-0.2751095346319068,-0.13475399882756878
0.013261064393927956,-0.11825398646784953,-0.11024110575793854
-0.20722319546523368,-0.3573276806137475,-0.15594058343782138
-0.4942065192973616,-0.4007530116357239,0.013621384479669096
-0.3995850786614796,-0.028360754409114942,-0.20733508923906657
-0.6571026525928857,-0.4000129830397682,-0.049607315627488734
-0.46058864562845075,-0.14439876278635708,-0.35530781192843536
-0.18532216801658527,-0.409915851874475,-0.14390703367771351
-0.49019433716780014,-0.12085511721983438,-0.25237686674611226
-0.32274858055993894,-0.07649309892042586,-0.31853017168161296
-0.27033708290769065,-0.14014494609493325,-0.29977480744901525
-0.19343837008399314,-0.18018822954962815,-0.08339955656472835
-0.17398401248006817,0.0567300641891596,-0.05917305621279947
-0.11751877132475042,-0.10217550048809143,-0.3229284472726561
-0.38772678806124755,-0.11636347107047783,-0.17740794883271907
-0.2312110429007222,-0.23170695714999415,-0.06371135491383632
-0.5728234200733014,-0.1951549193340507,-0.09270945768333229
-0.23884685463876512,-0.13383848011655605,-0.4184182726168952
-0.6285705951072016,-0.31801294570001254,-0.3168004300913642
-0.03139150741933461,-0.09845238827295578,0.009500447495888433
-0.09925007704632997,-0.05859281912948611,-0.05015943248666383
-0.2731467768292357,-0.3049610633558622,-0.06782941433416768
-0.4528392202345987,-0.11957281423646343,-0.2467527685384049
-0.22276662615758006,-0.06732543970306425,-0.04181202187063942
-0.1322505171228286,-0.313861061880855,-0.05923960647233304
-0.2634003918406171,-0.2370318102543975,-0.06592119654641752
-0.17100105442790536,-0.36462365530205615,-0.14040995352115923
-0.572094836283274,-0.23974256269910818,-0.05581136820307687
-6.340353960598942e-4,-0.35573114701775715,-0.3564362444325968
-0.2210686181652223,-0.1863847740268668,-0.27108828058027024
-0.3870235216265442,-0.3498016178251795,-0.08115823019780995
-0.12964360030218725,-0.30073289702054296,-0.2418293470180101
-0.6710861890992524,-0.17152921871309976,-0.11511103796433522
-0.12929905732662128,-0.45386503196938854,-0.2540095343973478
-0.8196688840359557,-0.14977250291996824,-0.16131388510918665
-0.4463881778366894,-0.20376502340166813,-0.3934720680455942
-0.21704707358582734,-0.02288260428700665,-0.13686822876188917
-0.15803740339609734,-0.10966343226535774,-0.06596498789164279
-0.20608667400489594,-0.2547200129509846,-0.15177828127035328
-0.39773866781432543,-0.10489841525086796,-0.14711427781466047
-0.5494165682384166,-0.01506013693808993,-0.30128331520892326
-0.5105070883723732,-0.04753236521066997,-0.322997666888834
-0.021084892387811218,-0.4570737012818039,-0.09817105021714495
-0.48554850365655444,-0.26895614973859305,-0.32060116893935947
-0.5596791006344808,-0.36916914893652075,-0.23552846304974828
-0.2713215881480316,-0.2942312834566773,-0.31757078140352096
-0.13337297459942413,0.145984562247727,-0.0129904417441884
-0.5902370533148661,-0.113120007441174,0.009451859694443513
-0.2243017258105084,-0.2646762139269222,0.026032198390582507
-0.4889766449110837,-0.42035351155809625,-0.13963320861035358
-0.5058993210709508,-0.16774694329607454,-0.19509738444344873
-0.2636563177153206,0.03138789411887225,-0.16839604250989548
-0.3587138365674913,-0.41631730183670346,-0.028580453035043297
-0.5884376239342347,-0.4880041513455042,-0.2493375557045911
-0.19115818474651045,-0.4661930838590817,-0.2671303511998573
-0.2234026185755054,-0.13450782792852603,-0.22594305047952734
-0.3185698027558339,-0.15788848621210144,-0.013219685719127431
-0.10164253029046522,-0.32531781143462457,-0.281825427734568
-0.24043556483419182,-0.5463043493641704,-0.35169855360144053
